Text,Topics,Source
" (2)Payment of the penalty may be made by properly addressing, pre-paying and posting a letter containing the amount of the penalty (in cash or otherwise).","['0.120*""penalty"" + 0.080*""posting"" + 0.080*""letter"" + 0.080*""may"" + 0.080*""made""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (3)Subsection (4) applies if a person—,"['0.500*""applies"" + 0.500*""subsection""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (4)Unless the contrary is proved, payment is to be regarded as made at the time at which the letter would be delivered in the ordinary course of post.","['0.077*""letter"" + 0.077*""course"" + 0.077*""unless"" + 0.077*""ordinary"" + 0.077*""would""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (5)Subsection (2) is not to be read as preventing the payment of a penalty by other means.,"['0.167*""means"" + 0.167*""subsection"" + 0.167*""penalty"" + 0.167*""read"" + 0.167*""preventing""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (6)A letter is properly addressed for the purposes of subsection (2) if it is addressed in accordance with the requirements specified in the penalty notice.,"['0.143*""addressed"" + 0.095*""specified"" + 0.095*""notice"" + 0.095*""subsection"" + 0.095*""requirements""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF48Words in s. 7(1) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 398; S.I. 2005/910, art. 38 Registration certificatesE+W(1)The chief officer of police may, in respect of any registrable sum, issue a certificate (a “registration certificate”) stating that the sum is registrable for enforcement against the defaulter as a fine.","['0.062*""registrable"" + 0.062*""registration"" + 0.062*""sum"" + 0.062*""certificate"" + 0.042*""may""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (2)If that officer issues a registration certificate, he must cause it to be sent to the [F49designated officer for the local justice] area in which the defaulter appears to that officer to reside.","['0.143*""officer"" + 0.071*""justice"" + 0.071*""certificate"" + 0.071*""local"" + 0.071*""sent""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (3)A registration certificate must—,"['0.500*""certificate"" + 0.500*""registration""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (4)“Registrable sum” means a sum that may be registered under this section as a result of section 4(5) [F50or (6)].,"['0.188*""section"" + 0.187*""sum"" + 0.125*""registrable"" + 0.125*""registered"" + 0.125*""may""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (5)“Defaulter” means the person against whom that sum may be registered.,"['0.167*""defaulter"" + 0.167*""sum"" + 0.167*""means"" + 0.167*""may"" + 0.167*""person""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF49Words in s. 8(2) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 399; S.I. 2005/910, art. 3F50Words in s. 8(4) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 9; S.I. 2013/453, art. 4(e)9 Registration of sums payable in defaultE+W(1)If the [F51designated officer for a local justice] area receives a registration certificate, he must register the registrable sum for enforcement as a fine in that area by entering it in the register of a magistrates’ court acting for that area.","['0.053*""area"" + 0.039*""register"" + 0.039*""art"" + 0.039*""para"" + 0.039*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (2)But if it appears to him that the defaulter does not reside in that area—,"['0.333*""appears"" + 0.333*""defaulter"" + 0.333*""reside""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (3)A [F53designated officer] registering a sum under this section for enforcement as a fine, must give the defaulter notice of the registration.","['0.091*""registration"" + 0.091*""registering"" + 0.091*""sum"" + 0.091*""give"" + 0.091*""section""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (4)The notice must—,"['1.000*""notice""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (5)If a sum is registered in a magistrates’ court as a result of this section, any enactment referring (in whatever terms) to a fine imposed, or other sum adjudged to be paid, on conviction by such a court applies as if the registered sum were a fine imposed by that court on the conviction of the defaulter on the date on which the sum was registered.","['0.109*""sum"" + 0.087*""court"" + 0.087*""registered"" + 0.065*""imposed"" + 0.065*""fine""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF51Words in s. 9(1) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 400(2); S.I. 2005/910, art. 3F52Words in s. 9(2)(b) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 400(3); S.I. 2005/910, art. 3F53Words in s. 9(3) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 400(4); S.I. 2005/910, art. 310 Enforcement of finesE+W(1)In this section—","['0.118*""ss"" + 0.118*""act"" + 0.118*""art"" + 0.118*""courts"" + 0.118*""substituted""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “fine” means a sum which is enforceable as a fine as a result of section 9; and,"['0.231*""fine"" + 0.154*""result"" + 0.154*""means"" + 0.154*""sum"" + 0.154*""enforceable""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “proceedings” means proceedings for enforcing a fine.,"['0.333*""proceedings"" + 0.222*""means"" + 0.222*""enforcing"" + 0.222*""fine""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (2)Subsection (3) applies if, in any proceedings, the defaulter claims that he was not the person to whom the penalty notice concerned was issued.","['0.100*""issued"" + 0.100*""defaulter"" + 0.100*""person"" + 0.100*""penalty"" + 0.100*""claims""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (3)The court may adjourn the proceedings for a period of not more than 28 days for the purpose of allowing that claim to be investigated.,"['0.100*""adjourn"" + 0.100*""may"" + 0.100*""allowing"" + 0.100*""purpose"" + 0.100*""claim""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (4)On the resumption of proceedings that have been adjourned under subsection (3), the court must accept the defaulter’s claim unless it is shown, on a balance of probabilities, that he was the recipient of the penalty notice.","['0.063*""recipient"" + 0.063*""shown"" + 0.063*""adjourned"" + 0.063*""claim"" + 0.063*""probabilities""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (5)The court may set aside a fine in the interests of justice.,"['0.143*""court"" + 0.143*""interests"" + 0.143*""justice"" + 0.143*""set"" + 0.143*""fine""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (6)[F54Subject to any regulations made under subsection (7), if] the court does set a fine aside it must—","['0.143*""made"" + 0.143*""regulations"" + 0.143*""set"" + 0.143*""subsection"" + 0.143*""fine""']",Criminal Justice and Police Act 2001 (c. 16).csv
" [F55(7)The Secretary of State may by regulations make provision as to the directions that the court may, or must, give or the orders it may, or must, make if it sets aside a fine relating to a sum registered under section 8 on the basis that section 4(8) applies.]","['0.089*""may"" + 0.067*""section"" + 0.067*""make"" + 0.067*""must"" + 0.044*""relating""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF54Words in s. 10(6) substituted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 10(2); S.I. 2013/453, art. 4(e)F55S. 10(7) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 10(3); S.I. 2013/453, art. 4(e)[F56Orders and regulationsE+WTextual AmendmentsF56S. 10A and cross-heading inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 11; S.I. 2013/453, art. 4(e)10AOrders and regulations under Chapter 1E+W(1)Any power of the Secretary of State to make an order or regulations under this Chapter is exercisable by statutory instrument.","['0.058*""aid"" + 0.058*""e"" + 0.058*""sentencing"" + 0.058*""para"" + 0.058*""offenders""']",Criminal Justice and Police Act 2001 (c. 16).csv
 (2)Any power of the Secretary of State to make an order or regulations under this Chapter includes—,"['0.143*""secretary"" + 0.143*""power"" + 0.143*""chapter"" + 0.143*""order"" + 0.143*""regulations""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (3)The Secretary of State may not make an order under section 1(2) unless a draft of the statutory instrument containing the order (whether alone or with other provisions) has been laid before, and approved by a resolution of, each House of Parliament.","['0.077*""order"" + 0.051*""statutory"" + 0.051*""secretary"" + 0.051*""approved"" + 0.051*""state""']",Criminal Justice and Police Act 2001 (c. 16).csv
" (4)A statutory instrument that contains an order or regulations made under this Chapter and is not subject to any requirement that a draft of the instrument be laid before, and approved by a resolution of, both Houses of Parliament, is subject to annulment in pursuance of a resolution of either House of Parliament.]","['0.071*""parliament"" + 0.071*""instrument"" + 0.071*""resolution"" + 0.071*""subject"" + 0.048*""statutory""']",Criminal Justice and Police Act 2001 (c. 16).csv
 InterpretationE+W11 Interpretation of Chapter 1E+WIn this Chapter—,"['0.500*""chapter"" + 0.500*""interpretation""']",Criminal Justice and Police Act 2001 (c. 16).csv
 [F57“approved educational course” has the meaning given in section 2(4);],"['0.167*""meaning"" + 0.167*""approved"" + 0.167*""course"" + 0.167*""section"" + 0.167*""educational""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “chief officer of police” includes the Chief Constable of the British Transport Police;,"['0.188*""chief"" + 0.187*""police"" + 0.125*""officer"" + 0.125*""british"" + 0.125*""includes""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “defaulter” has the meaning given in section 8(5);,"['0.250*""section"" + 0.250*""meaning"" + 0.250*""defaulter"" + 0.250*""given""']",Criminal Justice and Police Act 2001 (c. 16).csv
 [F58“educational course scheme” has the meaning given in section 2(4);],"['0.167*""course"" + 0.167*""scheme"" + 0.167*""educational"" + 0.167*""section"" + 0.167*""meaning""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “penalty notice” has the meaning given in section 2(4);,"['0.200*""meaning"" + 0.200*""given"" + 0.200*""notice"" + 0.200*""penalty"" + 0.200*""section""']",Criminal Justice and Police Act 2001 (c. 16).csv
 [F59“penalty notice with an education option” has the meaning given in section 2(4);],"['0.143*""notice"" + 0.143*""section"" + 0.143*""penalty"" + 0.143*""education"" + 0.143*""meaning""']",Criminal Justice and Police Act 2001 (c. 16).csv
 ,[],Criminal Justice and Police Act 2001 (c. 16).csv
 “penalty offence” has the meaning given in section 1(1);,"['0.200*""offence"" + 0.200*""penalty"" + 0.200*""given"" + 0.200*""meaning"" + 0.200*""section""']",Criminal Justice and Police Act 2001 (c. 16).csv
 “registrable sum” has the meaning given in section 8(4).,"['0.200*""meaning"" + 0.200*""section"" + 0.200*""registrable"" + 0.200*""sum"" + 0.200*""given""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF57Words in s. 11 inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 12(2); S.I. 2013/453, art. 4(e)F58Words in s. 11 inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 12(3); S.I. 2013/453, art. 4(e)F59Words in s. 11 inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 12(4); S.I. 2013/453, art. 4(e) Chapter 2 E+W+N.I. Provisions for combatting alcohol-related disorder Alcohol consumption in designated public placesE+WF6012 Alcohol consumption in designated public placesE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.061*""act"" + 0.061*""e"" + 0.061*""art"" + 0.061*""aid"" + 0.061*""sch""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF60Ss. 12-16 repealed (20.10.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), s. 185(1), Sch. 11 para. 30 (with ss. 21, 33, 42, 58, 75, 93); S.I. 2014/2590, art. 3(g)(v)Modifications etc. (not altering text)C3S. 12 extended (2.12.2002) by Police Reform Act 2002 (c. 30), s. 38, Sch. 4 para. 5; S.I. 2002/2750, art. 2S. 12 extended (with modifications) (2.12.2002) by Police Reform Act 2002 (c. 30), s. 41, 108, Sch. 5 para. 4; S.I. 2002/2750, art. 2F6013 Designated public placesE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.074*""sch"" + 0.074*""para"" + 0.074*""art"" + 0.074*""act"" + 0.056*""police""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF60Ss. 12-16 repealed (20.10.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), s. 185(1), Sch. 11 para. 30 (with ss. 21, 33, 42, 58, 75, 93); S.I. 2014/2590, art. 3(g)(v)Commencement InformationI2S. 13 wholly in force at 1.9.2001; s. 13 not in force at Royal Assent see s. 138; s. 13 in force for certain purposes at 19.6.2001 by S.I. 2001/2223, art. 2(2)(b); s. 13 in force at 1.9.2001 by S.I. 2001/2223, art. 4(a)F6014 Places which are not designated public placesE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.094*""force"" + 0.075*""art"" + 0.038*""certain"" + 0.038*""ss"" + 0.038*""g""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF60Ss. 12-16 repealed (20.10.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), s. 185(1), Sch. 11 para. 30 (with ss. 21, 33, 42, 58, 75, 93); S.I. 2014/2590, art. 3(g)(v)F6015 Effect of sections 12 to 14 on byelawsE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.071*""policing"" + 0.071*""effect"" + 0.071*""para"" + 0.071*""g"" + 0.071*""sch""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF60Ss. 12-16 repealed (20.10.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), s. 185(1), Sch. 11 para. 30 (with ss. 21, 33, 42, 58, 75, 93); S.I. 2014/2590, art. 3(g)(v)F6016 Interpretation of sections 12 to 15E+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.071*""sections"" + 0.071*""ss"" + 0.071*""textual"" + 0.071*""sch"" + 0.071*""para""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF60Ss. 12-16 repealed (20.10.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), s. 185(1), Sch. 11 para. 30 (with ss. 21, 33, 42, 58, 75, 93); S.I. 2014/2590, art. 3(g)(v) Closure of certain licensed premisesE+W17 Closure of certain licensed premises due to disorder or disturbanceE+WF61. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.077*""closure"" + 0.077*""certain"" + 0.077*""licensed"" + 0.051*""ss"" + 0.051*""g""']",Criminal Justice and Police Act 2001 (c. 16).csv
